INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30008058	3	0	8	58	Charm6_15	天使礼包（40级）	最经典的金庸，最宏大的江湖。欢迎来到天龙八部的世界。包裹里为你准备了初入这个世界的惊喜。你将在#G10级#W、#G20级#W、#G30级#W和#G40级#W获得这些惊喜。#r#c00FF00（点击右键即可使用）	40	4	1	3	1	300082	78	1	-1	-1	-1	4	特殊物品	1	0	2005	-1	0
30008059	3	0	8	59	TaskTools10_6	江湖干坤袋（1级）	欢迎来到天龙八部的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W、#G55级#W、#G60级#W、#G65级#W和#G70级#W时获得这些物品。使用后你将获得：#Y江湖指南#W、#Y坐骑：鸵鸟#W、#Y骑术：鸵鸟#W和#Y江湖干坤袋（10级）#W。#r#c00FF00（点击右键即可使用）	1	4	1	24	1	300083	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008060	3	0	8	60	TaskTools10_7	江湖干坤袋（10级）	欢迎来到天龙八部的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W、#G55级#W、#G60级#W、#G65级#W和#G70级#W时获得这些物品。使用后你将获得：时装#Y段誉语嫣#W、#Y江湖邀请令#W和#Y江湖干坤袋（20级）#W。#r#c00FF00（点击右键即可使用）	10	4	1	24	1	300083	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008061	3	0	8	61	TaskTools10_8	江湖干坤袋（20级）	欢迎来到天龙八部的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W、#G55级#W、#G60级#W、#G65级#W和#G70级#W时获得这些物品。使用后你将获得：#Y银丹葫芦#W、#Y珍兽滋补丹#W、#Y万灵石1级#G24个#W和#Y江湖干坤袋（30级）#W。#r#c00FF00（点击右键即可使用）	20	4	1	24	1	300083	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008062	3	0	8	62	TaskTools10_9	江湖干坤袋（30级）	欢迎来到天龙八部的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W、#G55级#W、#G60级#W、#G65级#W和#G70级#W时获得这些物品。使用后你将获得：#Y万灵石2级#G32个#W、#Y天灵丹#W和#Y江湖干坤袋（35级）#W。#r#c00FF00（点击右键即可使用）	30	4	1	24	1	300083	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008063	3	0	8	63	TaskTools10_10	江湖干坤袋（35级）	欢迎来到天龙八部的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W、#G55级#W、#G60级#W、#G65级#W和#G70级#W时获得这些物品。使用后你将获得：#Y金丹葫芦#W、#Y天灵丹#W和#Y江湖干坤袋（40级）#W。#r#c00FF00（点击右键即可使用）	35	4	1	24	1	300083	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008064	3	0	8	64	TaskTools10_11	江湖干坤袋（40级）	欢迎来到天龙八部的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W、#G55级#W、#G60级#W、#G65级#W和#G70级#W时获得这些物品。使用后你将获得：#Y天灵丹#W、#Y万灵石3级#G50个#W和#Y江湖干坤袋（45级）#W。#r#c00FF00（点击右键即可使用）	40	4	1	24	1	300083	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008065	3	0	8	65	taiwanzhuanyong6_8	江湖干坤袋（45级）	欢迎来到天龙八部的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W、#G55级#W、#G60级#W、#G65级#W和#G70级#W时获得这些物品。使用后你将获得：#Y天灵丹#W、#Y珍兽蛋：老虎#W、#Y珍兽舍利子#W、#Y低级根骨丹#G10个#W、#Y万灵石3级#G8个#W、#Y燕弦玉#G15个#W和#Y江湖干坤袋（50级）#W。#r#c00FF00（点击右键即可使用）	45	4	1	24	1	300083	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008066	3	0	8	66	TaskTools10_13	江湖邀请令	出售给商店可以获得20金币。#r#W（在#G大理（109，158）#R杜子腾#W，#G大理（81，161）#R韩永安#W，#G大理（238，170）#R黄公道#W或其他任何商人处出售可获得金钱）	1	800000	200000	5	20	-1	-1	1	-1	-1	-1	4	奇物	1	0	2005	-1	0

30008069	3	0	8	69	FabaoDaoju_9	寒冰星石	天外飞来的陨石，寒冷至极。在#G楼兰（134，118）#R钱宏宙#W处，可将修炼等级90级以上的梅花镖，锻造成冰魄神针。#r#G元宝交易类道具只能在洛阳（303，314）钱庄内摆摊出售。	1	4	1	4	1	-1	-1	1	-1	-1	1	-1	特殊物品	1	0	2005	-1	0
30008070	3	0	8	70	FabaoDaoju_9	寒冰星石	天外飞来的陨石，寒冷至极。在#G楼兰（134，118）#R钱宏宙#W处，可将修炼等级90级以上的梅花镖，锻造成冰魄神针。	1	4	1	30	1	-1	-1	1	-1	-1	1	-1	特殊物品	1	0	2005	-1	0
30008071	3	0	8	71	TaskTools10_6	江湖乾坤袋（1级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y江湖指南#W、#Y熊猫金币#W和#Y江湖乾坤袋（10级）#W。#r#c00FF00（点击右键即可使用）	1	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008072	3	0	8	72	TaskTools10_7	江湖乾坤袋（10级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：时装#Y清荷鱼浅#W和#Y江湖乾坤袋（20级）#W。#r#c00FF00（点击右键即可使用）	10	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008073	3	0	8	73	TaskTools10_8	江湖乾坤袋（20级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y银丹葫芦#W、#Y仙竹滋补丹#W和#Y江湖乾坤袋（30级）#W。#r#c00FF00（点击右键即可使用）	20	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008074	3	0	8	74	TaskTools10_9	江湖乾坤袋（30级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y万灵石2级#G8个#W、#Y天灵丹#W和#Y江湖乾坤袋（35级）#W。#r#P注：万灵石2级可在材料道具栏中找到#r#c00FF00（点击右键即可使用）	30	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008075	3	0	8	75	TaskTools10_10	江湖乾坤袋（35级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y万灵石2级#G16个#W、#Y天灵丹#W和#Y江湖乾坤袋（40级）#W。#r#P注：万灵石2级可在材料道具栏中找到#r#c00FF00（点击右键即可使用）	35	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008076	3	0	8	76	TaskTools10_11	江湖乾坤袋（40级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y天灵丹#G2个#W、#Y珍兽蛋：呆呆牛#W和#Y江湖乾坤袋（45级）#W。#r#c00FF00（点击右键即可使用）	40	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008077	3	0	8	77	TaskTools10_12	江湖乾坤袋（45级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y万灵石4级#G12个#W、#Y天灵丹#W、#Y珍兽舍利子#W和#Y江湖乾坤袋（50级）#W。#r#c00FF00（点击右键即可使用）	45	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008078	3	0	8	78	Treasure3_11	江湖乾坤袋（50级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y万灵石4级#G24个#W、#Y天灵丹#G2个#W和#Y江湖乾坤袋（55级）#W。#r#c00FF00（点击右键即可使用）	50	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008079	3	0	8	79	Treasure3_12	江湖乾坤袋（55级）	欢迎来到《天龙八部》的世界。这里为你准备了闯荡江湖的各种物品。#r你将在#G1级#W、#G10级#W、#G20级#W、#G30级#W、#G35级#W、#G40级#W、#G45级#W、#G50级#W和#G55级#W时获得这些物品。使用后你将获得：#Y万灵石5级#G28个#W和#Y天灵丹#G2个#W。#r#c00FF00（点击右键即可使用）	55	4	1	24	1	300090	197	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008080	3	0	8	60	taiwanzhuanyong9_14	新手装备（10级）	"欢迎来到超仿官天龙的世界。这里为你准备了闯荡江湖的各种物品。#r这个是送玩家新手起步使用,#B玩家达到50,60级时请自己做手工进行替换掉#W。#r#c00FF00（点击右键即可使用）"	10	4	1	24	1	300084	78	1	-1	-1	-1	4	特殊道具	1	0	2005	-1	0
30008105	3	5	5	107	CircularTaskTool16_4	更名帖	相传是由生死簿的残页配上龙虎山的秘法制成的符帖，具有改变姓名的功效，可以在#G洛阳（237，252）#Y范移城#W处使用。	1	1	1	6	1	-1	-1	0	-1	-1	-1	-1	特殊道具	10	0	2005	-1	0
30008121	3	0	8	121	CircularTaskTool22_8	彻地符箓	上古符箓，具有神奇的符咒，可以利用符咒的力量进行定位与传送，当符咒的力量使用完后，#Y彻地符箓#W不会消失，可以利用#Y遁地符#W来为其补充符咒。#r无论拥有多少个#Y彻地符箓#W，最多只能为#G同一个人物#W记录#G十个坐标#W。#r#c00FF00（右键点击即可使用）#r#cFFCC00可在城市、野外和山洞使用。	10	4	1	28	1	330060	156	0	-1	-1	-1	4	特殊物品	10	0	2005	-1	0
30008122	3	0	8	123	CircularTaskTool22_6	遁地符	五斗米道天师#G张灵均#W擅长的一种灵符，可以为#Y彻地符箓#W补充#G10点#W符咒。#r遁地符不可以直接使用，需要在#Y彻地符箓#W中点击#G补充符咒#W选项进行操作。	10	4	1	25	1	-1	-1	0	-1	-1	-1	4	特殊物品	10	0	2005	-1	0
30008123	3	0	8	30	Medicine5_8	帮派召集令	一支穿云箭，千军万马来相见！可以瞬间召集你所有在线的帮派成员移动到你附近。#r#c00FF00（右键点击即可使用）	10	4	1	16	1	100025	63	1	-1	-1	-1	4	特殊道具	10	0	2005	-1	0
30008124	3	0	8	30	Medicine5_10	夺旗将军令	凡是持有此令牌者，可以到激情夺旗战场九层领取让你意想不到的奢侈品！（注意：死亡掉包）	10	4	1	16	1	-1	-1	1	-1	-1	-1	4	大将军身份	10	0	2005	-1	1

30008401	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008402	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008403	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008404	3	0	8	159	infantCloth_1_12	飞虹锦装（子女）	#H（可永久使用）#r#W鎏金点缀轻纱曼，#r赤霞浸染锦绣装。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008405	3	0	8	160	infantCloth_1_13	云梦星裳（子女）	#H（可永久使用）#r#W迢迢穹台星河水，#r落落游云妙锦衣。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008406	3	0	8	161	infantCloth_1_14	碧梦莲华（子女）	#H（可永久使用）#r#W古瑶滇池一抹碧，#r待作今朝绮罗衣。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008407	3	0	8	162	infantCloth_1_16	灵乌弄羽（子女）	#H（可永久使用）#r#W灵乌飞天几飘翎，#r自出扶桑黄金坪。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008408	3	0	8	163	infantCloth_1_2	仙侣情缘（子女）	#H（可永久使用）#r#W红烛过半春宵暖，#r今生愿做化蝶飞。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008409	3	0	8	164	infantCloth_1_1	万紫千红（子女）	#H（可永久使用）#r#W一年四季春常在，#r万紫千红永开花。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008410	3	0	8	165	infantCloth_1_6	郁香馨芳（子女）	#H（可永久使用）#r#W虹绸添得馥草芳，#r锦缎轻沾百花香。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008411	3	0	8	166	infantCloth_1_7	墨羽潜幽（子女）	#H（可永久使用）#r#W曾为天地初生鸟，#r潜得九幽待夜明。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008412	3	0	8	167	infantCloth_1_8	夜锦天澜（子女）	#H（可永久使用）#r#W墨锦金丝绣彩衣，#r青绸芳草绽兰兮。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008413	3	0	8	168	infantCloth_1_9	蔷薇之梦（子女）	#H（可永久使用）#r#W蔷薇含放殷红梦，#r佳人静候骑士来。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008414	3	0	8	169	infantCloth_1_10	云暖芳华（子女）	#H（可永久使用）#r#W绒云添来佳人暖，#r锦纱绣得百花春。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008415	3	0	8	170	infantCloth_1_11	飞龙乘云（子女）	#H（可永久使用）#r#W飞龙腾空风随影，#r扶摇直上云月行。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008416	3	0	8	171	infantCloth_1_15	蝶舞流芳（子女）	#H（可永久使用）#r#W千秋宿爱梦蝶魂，#r万载流芳共乾坤。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008417	3	0	8	172	infantCloth_2_1	云酥梦裳（子女）	#H（可永久使用）#r#W流香入梦幔纱帐，#r飞花覆雪锦衣裳。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008418	3	0	8	173	infantCloth_2_2	丹霞锦绣（子女）	#H（可永久使用）#r#W古来丹霞垂云涌，#r黄河锦鲤飞天纵。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008419	3	0	8	174	infantCloth_2_3	锦绣游仙（子女）	#H（可永久使用）#r#W九霄云梦梦归人，#r昆仑妙画画中仙。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0

30008420	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008421	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff墨染风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008422	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#c66ccff绯红风格【高级】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008423	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff夜魅风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008424	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#c66ccff宝蓝风格【高级】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008425	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G葱翠风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008426	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G鹅黄风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008427	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff芙蓉风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008428	3	0	8	156	infantCloth_1_4	玉羽青绸（子女）	#H（可永久使用）#r#W流云似羽醉临风，#r青虹作锦映娇容。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff姹紫风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0

30008430	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008431	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G葱翠风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008432	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#c66ccff嫣紫风格【高级】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008433	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G桃粉风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008434	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#c66ccff水蓝风格【高级】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008435	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff青泽风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008436	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff玉碧风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008437	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff绛红风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008438	3	0	8	157	infantCloth_1_5	玉锦金纱（子女）	#H（可永久使用）#r#W银绸素锦作华裳，#r金丝玉线绣云祥，#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G草绿风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0

30008440	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008441	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G青绿风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008442	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff深紫风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008443	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#c66ccff棕黄风格【高级】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008444	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#c66ccff熟绿风格【高级】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008445	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G翠绿风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008446	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff亮橘风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008447	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#G棕红风格【普通】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
30008448	3	0	8	158	infantCloth_1_3	清风怡江（子女）	#H（可永久使用）#r#W清风有情君意惬，#r梦徊怡江待心缘。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。#r#cbe38ff粉红风格【稀有】	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0

30008450	3	0	8	159	infantCloth_1_12	飞虹锦装（子女）	#H（可永久使用）#r#W鎏金点缀轻纱曼，#r赤霞浸染锦绣装。#r#G可在洛阳（345，270）伊天彩处使用子女时装染色功能变换颜色。	1	4	1	5	1	900079	74	1	-1	-1	-1	4	子女时装	10	0	2005	-1	0
